,J,SNOW,SM,P,P2,ET,Q,C_J,C_P,C_P2,C_Q
2015-03-08,0.0,0.0,1.1194421369359435,0.0,1.1194421369359435,0.26421149220329815,1.3986332143051954,0.0,0.0,0.0,0.5510801415659107
2015-03-09,0.0,0.0,0.8863601452171632,0.0,0.8863601452171632,0.38379019985110696,1.2208194118338658,0.0,0.0,0.0,0.4594877532130903
2015-03-10,0.0,0.0,0.22332363256554127,0.0,0.22332363256554127,0.541118583271503,0.9697248327737912,0.0,0.0,0.0,0.3682018337540763
2015-03-11,0.0,0.0,0.2351267472353566,0.0,0.2351267472353566,0.2876819285682645,0.7036275674159982,0.0,0.0,0.0,0.32316724954284454
2015-03-12,0.0,0.0,0.25943635119504704,0.0,0.25943635119504704,0.25595524658875735,0.41497211466470935,0.0,0.0,0.0,0.29179702263797014
2015-03-13,12.769331584199568,0.0,0.11007372977186976,12.769331584199568,12.879405313971438,0.24237348144266335,0.40182453651585903,1.0,1.0,0.9914535083656026,0.3697630465851738
2015-03-14,17.932255979647156,0.0,0.003253754502098051,17.932255979647156,17.935509734149253,0.9299540442780109,4.5883249389145355,1.0,1.0,0.9998185858918801,0.44330065463502694
2015-03-15,0.00027312027842493297,0.0,1.92661731181988e-05,0.00027312027842493297,0.00029238645154313177,1.1008215532360068,11.862984742944171,0.00957925595606755,0.00957925595606755,0.008948051594103777,0.6744610126859495
2015-03-16,0.00010202578005414506,0.0,0.03409524631653125,0.00010202578005414506,0.03419727209658539,0.034589271332401327,3.5674196002207124,0.00322061191626409,0.00322061191626409,9.608527898964434e-06,0.6480986602707238
2015-03-17,0.0,0.0,0.041568700251459124,0.0,0.041568700251459124,0.5413488331314407,0.8765454314359634,0.0,0.0,0.0,0.665109502595072
2015-03-18,0.0,0.0,0.11658356503309192,0.0,0.11658356503309192,0.38363709546600516,0.46296513750744117,0.0,0.0,0.0,0.6667505921813973
2015-03-19,0.0,0.0,0.10491073214422704,0.0,0.10491073214422704,0.33014451415629303,0.34806720481458825,0.0,0.0,0.0,0.6423799016058988
2015-03-20,0.0002481149586970649,0.0,2.318964352424528e-05,0.0002481149586970649,0.0002713046022213102,0.9445999920435344,0.27958665040173586,0.0007432181345224824,0.0007432181345224824,0.000679691885947193,0.6561468543544179
2015-03-21,0.00013066536457788359,0.0,1.293751238685269e-07,0.00013066536457788359,0.0001307947397017521,0.5635448214146093,0.2365709684793342,0.0007432181345224824,0.0007432181345224824,0.0007424829831055795,0.6922989590206842
2015-03-22,9.159179334527286,0.22520966961321653,6.818584991667791e-08,9.384389004140502,9.159179402713136,0.25694103531654783,0.22238387758444253,0.9990090424873034,0.9746006166021239,0.9990090350501435,0.6582972886320859
2015-03-23,3.435958131350076,0.055495998113571206,1.390017646157609e-07,3.4914541294636474,3.4359582703518408,0.11524300229696616,1.2077606105460246,1.0,0.9888162489726284,0.9999999595449788,0.6498230922764408
2015-03-24,3.1231515444244464,0.0,0.0004169298313653955,3.1231515444244464,3.1235684742558116,0.009924319604971322,2.9549009781964757,0.9991742020727528,0.9991742020727528,0.9990408336081239,0.6657015972161237
2015-03-25,0.0,0.0,0.2851659781353101,0.0,0.2851659781353101,0.27704576178836504,2.4055486739215706,0.0,0.0,0.0,0.4464090566074513
2015-03-26,0.0,0.0,0.17982095333075387,0.0,0.17982095333075387,0.9529545278760511,1.5078740065778728,0.0,0.0,0.0,0.4910221286381858
2015-03-27,0.0,0.0,0.0016161822204299678,0.0,0.0016161822204299678,1.699119458406984,0.670327265923801,0.0,0.0,0.0,0.6268560321598645
2015-03-28,0.0,0.0,0.05787765264176028,0.0,0.05787765264176028,0.3178805123998259,0.3355875273016476,0.0,0.0,0.0,0.5106191484392679
2015-03-29,0.0,0.0,0.08105438404441678,0.0,0.08105438404441678,0.5909343550093691,0.20492731635645126,0.0,0.0,0.0,0.518326504740052
2015-03-30,0.0,0.0,3.148743395691303e-07,0.0,3.148743395691303e-07,1.1848870148175084,0.14548735148670253,0.0,0.0,0.0,0.4677460875464961
2015-03-31,0.0,0.0,1.3547548280769055e-11,0.0,1.3547548280769055e-11,0.7169834907119819,0.11311596108135175,0.0,0.0,0.0,0.46973230779449615
2015-04-01,0.0,0.0,1.6256031300940375e-09,0.0,1.6256031300940375e-09,0.3335341552266265,0.09262963009818123,0.0,0.0,0.0,0.456964088182043
2015-04-02,0.27365500238582574,0.0,0.0,0.27365500238582574,0.27365500238582574,0.573728861526773,0.07599270575453157,0.16235187249680003,0.16235187249680003,0.16235187249680003,0.6316241779750126
2015-04-03,0.0,0.0,0.0,0.0,0.0,0.6377585914852419,0.063137059249414,0.0,0.0,0.0,0.46869016809283154
2015-04-04,0.0,0.0,0.0,0.0,0.0,0.5198232804028298,0.05881877364302816,0.0,0.0,0.0,0.4536142693640169
2015-04-05,1.4494420360566262,0.0,0.0,1.4494420360566262,1.4494420360566262,0.1722865553814461,0.06946719583532562,0.6087782319666377,0.6087782319666377,0.6087782319666377,0.44952229556746853
2015-04-06,1.6264232465028021,0.019787678337575804,4.569362625981581e-10,1.646210924840378,1.6264232469597384,0.16677939868696884,0.08192702096889355,0.6084479127957388,0.6038202048044762,0.6084479126247981,0.4646281933671564
2015-04-07,1.7443484433906635,0.0,4.5045290773325363e-07,1.7443484433906635,1.7443488938435712,0.479962318685294,0.08885574537976158,0.9967793880837359,0.9967793880837359,0.9967791306798557,0.5813848768831866
2015-04-08,0.0,0.0,1.3766862681501454e-05,0.0,1.3766862681501454e-05,0.7659585650923257,0.258387790278235,0.0,0.0,0.0,0.4719184303029003
2015-04-09,8.28225489432104e-06,0.0,0.002397393515672754,8.28225489432104e-06,0.002405675770567075,0.6653031788314288,0.31487554108503857,0.0007432181345224824,0.0007432181345224824,2.5587496484391077e-06,0.42652843522303147
2015-04-10,1.9457018804861568e-05,4.8908709018002485e-05,0.0,6.836572782286406e-05,1.9457018804861568e-05,0.847287240059304,0.19996037444082315,0.0007432181345224824,0.0003922474950277442,0.0007432181345224824,0.43084835036288943
2015-04-11,0.0,0.0,0.0,0.0,0.0,0.5634928170120664,0.11587360877066585,0.0,0.0,0.0,0.44160650135517227
2015-04-12,0.0,0.0,2.677225103288322e-07,0.0,2.677225103288322e-07,0.5282152614097139,0.07076276125165662,0.0,0.0,0.0,0.4385495807896343
2015-04-13,0.0,0.0,0.0,0.0,0.0,0.7121904196593409,0.04878684222923703,0.0,0.0,0.0,0.4459124318830678
2015-04-14,0.0,0.0,0.0,0.0,0.0,0.6074707421783896,0.034952596081583555,0.0,0.0,0.0,0.4340412007991079
2015-04-15,0.0,0.0,0.05650551316090029,0.0,0.05650551316090029,0.6591609379007763,0.030626673389588174,0.0,0.0,0.0,0.42326021539591036
2015-04-16,0.0,0.0,0.08887205232124722,0.0,0.08887205232124722,0.8235916528099922,0.032974297982549694,0.0,0.0,0.0,0.4228798624995583
2015-04-17,0.0,0.0,0.05268924473503937,0.0,0.05268924473503937,1.0970558518458096,0.03400493402461104,0.0,0.0,0.0,0.43339969243463344
2015-04-18,0.0,0.0,0.03793338082771732,0.0,0.03793338082771732,0.938625990925661,0.028942567021233982,0.0,0.0,0.0,0.4187328649374027
2015-04-19,0.0,0.0,0.018361250066676063,0.0,0.018361250066676063,1.0499538121974492,0.021132019126844332,0.0,0.0,0.0,0.4136045531960206
2015-04-20,0.0,0.0,0.0038395727750008555,0.0,0.0038395727750008555,1.327657258907683,0.012148087095217081,0.0,0.0,0.0,0.41173037226629683
2015-04-21,0.0,0.0,3.613157487407543e-07,0.0,3.613157487407543e-07,0.9761626323416004,0.005823210442799658,0.0,0.0,0.0,0.4109726060604137
2015-04-22,0.0,0.0,1.3706063995766984e-06,0.0,1.3706063995766984e-06,0.5541423049948767,0.004447500037462537,0.0,0.0,0.0,0.3658350382440114
2015-04-23,9.655728698261999e-05,0.0,0.0,9.655728698261999e-05,9.655728698261999e-05,0.5442129193874562,0.004512983250052603,0.0007432181345224824,0.0007432181345224824,0.0007432181345224824,0.3783653571607866
2015-04-24,0.0,0.0,0.0,0.0,0.0,0.47394348456971674,0.00418931714311509,0.0,0.0,0.0,0.3571263810951739
2015-04-25,0.0,0.0,1.1226962426373959e-08,0.0,1.1226962426373959e-08,0.785069366691981,0.00406846772557069,0.0,0.0,0.0,0.37119984340619605
2015-04-26,0.0,0.0,0.004222947943459197,0.0,0.004222947943459197,0.7013340462294092,0.0035915740656852946,0.0,0.0,0.0,0.23855860151700506
2015-04-27,0.0,0.0,0.0017890638988474418,0.0,0.0017890638988474418,1.1920865300604597,0.002941846270641313,0.0,0.0,0.0,0.25758939861527136
2015-04-28,0.0,0.0,4.254137435443211e-06,0.0,4.254137435443211e-06,0.9190977465089324,0.001581368411524831,0.0,0.0,0.0,0.3136698555648793
2015-04-29,0.0,0.0,0.0008763341172298221,0.0,0.0008763341172298221,0.9163084088945848,0.0015309504769578902,0.0,0.0,0.0,0.25956604408846656
2015-04-30,0.0,0.0,0.0010047584164307706,0.0,0.0010047584164307706,0.8905779322723566,0.001931733291680125,0.0,0.0,0.0,0.23730524559062358
2015-05-01,0.0,0.0,0.00034005269083678505,0.0,0.00034005269083678505,1.1104404361771048,0.0015385328463041667,0.0,0.0,0.0,0.3135721757764316
2015-05-02,0.0,0.0,0.00021559758304095437,0.0,0.00021559758304095437,1.1351945257960088,0.0009946619547174672,0.0,0.0,0.0,0.2991887795403788
2015-05-03,0.0,0.0,0.00010083006303955076,0.0,0.00010083006303955076,1.2369526742274937,0.0009092284593639343,0.0,0.0,0.0,0.291494110514684
2015-05-04,0.0,0.0,1.5047125735053313e-12,0.0,1.5047125735053313e-12,0.8213980895644963,0.0006502670787403424,0.0,0.0,0.0,0.2292295748462365
2015-05-05,0.027190906981475665,0.0,9.266283963077112e-11,0.027190906981475665,0.027190907074138505,0.6792791744384628,0.000646081647854653,0.0499194847020934,0.0499194847020934,0.049919484531974714,0.2585327909671607
2015-05-06,0.0,0.0,3.643153583895459e-05,0.0,3.643153583895459e-05,0.8845476218433256,0.0007847732694580257,0.0,0.0,0.0,0.23565521199290929
2015-05-07,0.0,0.0,5.602965697544056e-05,0.0,5.602965697544056e-05,0.9611509233926866,0.0008231602180691005,0.0,0.0,0.0,0.23342638482482592
2015-05-08,0.0,0.0,2.6976162851118296e-05,0.0,2.6976162851118296e-05,1.2138845293765033,0.0006644856818225954,0.0,0.0,0.0,0.33930302483268787
2015-05-09,0.0,0.0,1.1012396881510597e-05,0.0,1.1012396881510597e-05,1.1245449238294887,0.00044109861531899846,0.0,0.0,0.0,0.2394453538834406
2015-05-10,13.875947017378483,0.0,3.517663233258644e-06,13.875947017378483,13.875950535041715,0.532249879903392,0.006146719909325947,1.0,1.0,0.999999746492089,0.401969284369033
2015-05-11,18.62394210224782,0.0,1.4720932291250765e-07,18.62394210224782,18.623942249457144,0.6690037168052251,0.06811254077155099,1.0,1.0,0.9999999920956948,0.414469160686171
2015-05-12,10.71401635062929,0.0,0.0,10.71401635062929,10.71401635062929,0.3512679605978616,0.14125739274634916,1.0,1.0,1.0,0.3444853556420986
2015-05-13,0.009236354900325554,0.0,0.0,0.009236354900325554,0.009236354900325554,0.5798857632499186,1.8644768513444294,0.0499194847020934,0.0499194847020934,0.0499194847020934,0.4204093234948953
2015-05-14,0.0,0.0,0.0,0.0,0.0,1.0090467000001324,1.5685003474792811,0.0,0.0,0.0,0.32633559370890514
2015-05-15,0.0,0.0,0.0,0.0,0.0,0.9195476580184068,0.5018562754710758,0.0,0.0,0.0,0.31711558810933654
2015-05-16,0.0,0.0,0.0,0.0,0.0,1.3560514462139142,0.18701185659548492,0.0,0.0,0.0,0.3275166880602118
2015-05-17,0.0,0.0,0.0,0.0,0.0,1.0585371890559563,0.08489200519519095,0.0,0.0,0.0,0.3258210909678236
2015-05-18,0.0,0.0,0.0,0.0,0.0,1.5210753268528212,0.04505883648948412,0.0,0.0,0.0,0.3481364231339598
2015-05-19,0.0,0.0,0.0,0.0,0.0,1.4304028918006944,0.02073550317506038,0.0,0.0,0.0,0.3408921899528364
2015-05-20,7.819536605707145,0.0,0.0,7.819536605707145,7.819536605707145,1.0070361219086552,0.024932054947213716,1.0,1.0,1.0,0.40082984825473367
2015-05-21,5.950228215339916,0.0,0.0,5.950228215339916,5.950228215339916,1.3526834807410066,0.06289791649271703,1.0,1.0,1.0,0.4054041335524739
2015-05-22,9.547651830270581,0.0,0.0,9.547651830270581,9.547651830270581,0.7532650969362402,0.11870075093376749,1.0,1.0,1.0,0.15588951242880927
2015-05-23,0.0,0.0,0.0,0.0,0.0,2.3832854210588215,2.0981341668273106,0.0,0.0,0.0,0.4129334101213546
2015-05-24,0.0,0.0,0.0,0.0,0.0,1.8745304701153573,1.4388682719309411,0.0,0.0,0.0,0.3843826530333205
2015-05-25,2.263711203432819,0.0,0.0,2.263711203432819,2.263711203432819,1.466734272331887,0.37234227173975526,0.7081217226144763,0.7081217226144763,0.7081217226144763,0.370911746668766
2015-05-26,0.0,0.0,0.0,0.0,0.0,1.6891410367384374,0.12663242031450056,0.0,0.0,0.0,0.36607818296061795
2015-05-27,0.10201634615983468,0.0,0.0,0.10201634615983468,0.10201634615983468,1.7290547258969826,0.04987492489154951,0.0499194847020934,0.0499194847020934,0.04991948470209339,0.36221815696989196
2015-05-28,0.0005483885839442445,0.0,0.0,0.0005483885839442445,0.0005483885839442445,1.804566720488317,0.026924955467503568,0.00322061191626409,0.00322061191626409,0.00322061191626409,0.3592182291639087
2015-05-29,0.0,0.0,0.0,0.0,0.0,2.083996344542125,0.016927302366825662,0.0,0.0,0.0,0.37303172603284934
2015-05-30,0.009423195578289016,0.0,0.0,0.009423195578289016,0.009423195578289016,1.9575382089041078,0.010981495665874273,0.04983690490936868,0.04983690490936868,0.04983690490936868,0.3972671337908629
2015-05-31,0.42995234389328363,0.0,0.0,0.42995234389328363,0.42995234389328363,1.9776591969289499,0.00835359467310193,0.039597010611503364,0.039597010611503364,0.039597010611503364,0.42510291156826846
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.9619207081204586,0.0155344266180125,0.0,0.0,0.0,0.4053564745953637
2015-06-02,0.0,0.0,0.0,0.0,0.0,0.9761720213675511,0.0041577702984809785,0.0,0.0,0.0,0.3588351550623947
2015-06-03,0.0,0.0,0.0,0.0,0.0,1.658236822068971,0.003916503281215711,0.0,0.0,0.0,0.3539169817128376
2015-06-04,0.0,0.0,0.0,0.0,0.0,1.8334405570655408,0.002876156521659155,0.0,0.0,0.0,0.4171634938063781
2015-06-05,0.0,0.0,0.0,0.0,0.0,2.180967441811147,0.0020028120266134372,0.0,0.0,0.0,0.2531031124600695
2015-06-06,0.0,0.0,0.0,0.0,0.0,2.415257129989502,0.001347963402505722,0.0,0.0,0.0,0.23544025928899873
2015-06-07,0.0,0.0,0.0,0.0,0.0,2.624086652913565,0.0009230844570928289,0.0,0.0,0.0,0.18460968733436958
2015-06-08,0.0,0.0,0.0,0.0,0.0,2.6471374696634014,0.0006204412544051805,0.0,0.0,0.0,0.2490912581342779
2015-06-09,0.0,0.0,0.0,0.0,0.0,2.3579777246186993,0.00042869340919743127,0.0,0.0,0.0,0.26369427553566244
2015-06-10,0.0,0.0,0.0,0.0,0.0,2.1509226064283022,0.0002718107711686214,0.0,0.0,0.0,0.19751507625805934
2015-06-11,0.0,0.0,0.0,0.0,0.0,1.7268945909944107,0.00015575790260418288,0.0,0.0,0.0,0.3333333333333333
2015-06-12,0.0,0.0,0.0,0.0,0.0,1.8096666310143101,6.14927214697648e-05,0.0,0.0,0.0,0.32410368644653104
2015-06-13,0.0,0.0,0.0,0.0,0.0,1.6618553590189695,0.00011275705853574958,0.0,0.0,0.0,0.1542650829155927
2015-06-14,0.0,0.0,0.0,0.0,0.0,1.7706466564252932,0.00013641232834323556,0.0,0.0,0.0,0.17043349987370207
2015-06-15,0.0,0.0,0.0,0.0,0.0,1.880106562224411,8.110287753215974e-05,0.0,0.0,0.0,0.16124934715564992
2015-06-16,0.0,0.0,0.0,0.0,0.0,1.971858658499782,3.672996736624756e-05,0.0,0.0,0.0,0.16666666666666666
2015-06-17,0.0,0.0,0.0,0.0,0.0,1.7320837240578784,2.4432414400592305e-05,0.0,0.0,0.0,0.09518676809987502
2015-06-18,0.0,0.0,0.0,0.0,0.0,1.4033839149251854,1.472122201990631e-05,0.0,0.0,0.0,0.0
2015-06-19,0.0,0.0,0.0,0.0,0.0,1.714022451030971,0.0,0.0,0.0,0.0,0.0
2015-06-20,0.0,0.0,0.0,0.0,0.0,1.3955012966700064,2.781610418622117e-05,0.0,0.0,0.0,0.06742318587551165
2015-06-21,0.0,0.0,0.0,0.0,0.0,1.7186053520391595,3.8943888449706135e-05,0.0,0.0,0.0,0.16666666666666666
2015-06-22,0.0,0.0,0.0,0.0,0.0,1.7848475013765805,2.876451550044984e-06,0.0,0.0,0.0,0.16666666666666666
2015-06-23,0.0,0.0,0.0,0.0,0.0,1.336067337388037,2.5595590793551404e-05,0.0,0.0,0.0,0.06609594366778024
2015-06-24,0.0,0.0,0.0,0.0,0.0,2.1713458177823566,3.055063807622933e-05,0.0,0.0,0.0,0.16278797120437558
2015-06-25,0.0,0.0,0.0,0.0,0.0,2.237744487943696,1.526347939975607e-05,0.0,0.0,0.0,0.06184987660841306
2015-06-26,0.0,0.0,0.0,0.0,0.0,2.3790371321537127,1.7862114666456237e-05,0.0,0.0,0.0,0.1215070158037549
2015-06-27,0.0,0.0,0.0,0.0,0.0,2.4485634235648948,1.5168401300730328e-06,0.0,0.0,0.0,0.0
2015-06-28,0.0,0.0,0.0,0.0,0.0,2.2341158553059888,0.0,0.0,0.0,0.0,0.0
2015-06-29,0.0,0.0,0.0,0.0,0.0,2.1666033642117255,0.0,0.0,0.0,0.0,0.0
2015-06-30,0.0,0.0,0.0,0.0,0.0,2.2448717070540187,0.0,0.0,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,2.2708431069404527,0.0,0.0,0.0,0.0,0.0
2015-07-02,0.0,0.0,0.0,0.0,0.0,2.0812195554496626,0.0,0.0,0.0,0.0,0.0
2015-07-03,0.0,0.0,0.0,0.0,0.0,2.1378774558470854,0.0,0.0,0.0,0.0,0.0
2015-07-04,0.0,0.0,0.0,0.0,0.0,2.257151979870452,0.0,0.0,0.0,0.0,0.0
2015-07-05,0.0,0.0,0.0,0.0,0.0,2.1175198684033414,0.0,0.0,0.0,0.0,0.0
2015-07-06,0.0,0.0,0.0,0.0,0.0,1.9729485939299447,0.0,0.0,0.0,0.0,0.0
2015-07-07,0.0,0.0,0.0,0.0,0.0,1.8328499920426207,0.0,0.0,0.0,0.0,0.0
2015-07-08,0.0,0.0,0.0,0.0,0.0,2.0109205109547283,0.0,0.0,0.0,0.0,0.0
2015-07-09,0.0,0.0,0.0,0.0,0.0,1.7414354953121993,0.0,0.0,0.0,0.0,0.0
2015-07-10,0.0,0.0,0.0,0.0,0.0,1.079807793789316,0.0,0.0,0.0,0.0,0.0
2015-07-11,0.0,0.0,0.0,0.0,0.0,1.1997177398904966,0.0,0.0,0.0,0.0,0.0
2015-07-12,0.0,0.0,0.0,0.0,0.0,1.0986057564140819,0.0,0.0,0.0,0.0,0.0
2015-07-13,0.0,0.0,0.0,0.0,0.0,1.4456002851216223,0.0,0.0,0.0,0.0,0.0
2015-07-14,0.0,0.0,0.0,0.0,0.0,1.359796447981254,0.0,0.0,0.0,0.0,0.0
2015-07-15,0.0,0.0,0.0,0.0,0.0,1.1556558939307804,0.0,0.0,0.0,0.0,0.0
2015-07-16,0.0,0.0,0.0,0.0,0.0,1.3985630695843148,0.0,0.0,0.0,0.0,0.0
2015-07-17,0.0,0.0,0.0,0.0,0.0,1.6116355704535201,0.0,0.0,0.0,0.0,0.0
2015-07-18,0.0,0.0,0.0,0.0,0.0,1.6688378042791254,0.0,0.0,0.0,0.0,0.0
2015-07-19,0.0,0.0,0.0,0.0,0.0,1.6242047533403563,0.0,0.0,0.0,0.0,0.0
2015-07-20,0.0,0.0,0.0,0.0,0.0,1.432418363146183,0.0,0.0,0.0,0.0,0.0
2015-07-21,0.0,0.0,0.0,0.0,0.0,1.2304710265957137,0.0,0.0,0.0,0.0,0.0
2015-07-22,0.0,0.0,0.0,0.0,0.0,1.170517516985243,0.0,0.0,0.0,0.0,0.0
2015-07-23,0.0,0.0,0.0,0.0,0.0,1.1460491100415269,0.0,0.0,0.0,0.0,0.0
2015-07-24,0.0,0.0,0.0,0.0,0.0,0.6465726363673017,0.0,0.0,0.0,0.0,0.0
2015-07-25,0.0,0.0,0.0,0.0,0.0,0.7813929839932962,0.0,0.0,0.0,0.0,0.0
2015-07-26,0.0,0.0,0.0,0.0,0.0,0.7746519828725744,0.0,0.0,0.0,0.0,0.0
2015-07-27,0.0,0.0,0.0,0.0,0.0,1.1432826178702542,0.0,0.0,0.0,0.0,0.0
2015-07-28,0.0,0.0,0.0,0.0,0.0,1.4069242513875786,0.0,0.0,0.0,0.0,0.0
2015-07-29,0.0,0.0,0.0,0.0,0.0,1.5583003042074954,0.0,0.0,0.0,0.0,0.0
2015-07-30,0.0,0.0,0.0,0.0,0.0,1.738440291907551,0.0,0.0,0.0,0.0,0.0
2015-07-31,0.0,0.0,0.0,0.0,0.0,1.7503846034404213,0.0,0.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,1.6723666362942453,0.0,0.0,0.0,0.0,0.0
2015-08-02,0.0,0.0,0.0,0.0,0.0,1.105714705026416,0.0,0.0,0.0,0.0,0.0
2015-08-03,0.0,0.0,0.0,0.0,0.0,1.1048120017400636,0.0,0.0,0.0,0.0,0.0
2015-08-04,0.0,0.0,0.0,0.0,0.0,1.0661215232656043,0.0,0.0,0.0,0.0,0.0
2015-08-05,0.0,0.0,0.0,0.0,0.0,1.0333589748661385,0.0,0.0,0.0,0.0,0.0
2015-08-06,0.0,0.0,0.0,0.0,0.0,1.0796968712890038,0.0,0.0,0.0,0.0,0.0
2015-08-07,0.0,0.0,0.0,0.0,0.0,1.0058462285709253,0.0,0.0,0.0,0.0,0.0
2015-08-08,0.0,0.0,0.0,0.0,0.0,1.1031088992661497,0.0,0.0,0.0,0.0,0.0
2015-08-09,0.0,0.0,0.0,0.0,0.0,0.9773252932426153,0.0,0.0,0.0,0.0,0.0
2015-08-10,0.0,0.0,0.0,0.0,0.0,1.1124665719463185,0.0,0.0,0.0,0.0,0.0
2015-08-11,0.0,0.0,0.0,0.0,0.0,1.1338316248169695,0.0,0.0,0.0,0.0,0.0
2015-08-12,0.0,0.0,0.0,0.0,0.0,1.2310122737705262,0.0,0.0,0.0,0.0,0.0
2015-08-13,0.0,0.0,0.0,0.0,0.0,0.8888612815494004,0.0,0.0,0.0,0.0,0.0
2015-08-14,0.0,0.0,0.0,0.0,0.0,0.593416754505689,0.0,0.0,0.0,0.0,0.0
2015-08-15,0.0,0.0,0.0,0.0,0.0,0.7447274284452287,0.0,0.0,0.0,0.0,0.0
2015-08-16,0.0,0.0,0.0,0.0,0.0,0.8130572783569067,0.0,0.0,0.0,0.0,0.0
2015-08-17,0.0,0.0,0.0,0.0,0.0,0.9073264138413419,0.0,0.0,0.0,0.0,0.0
2015-08-18,0.0,0.0,0.0,0.0,0.0,0.9979689326807056,0.0,0.0,0.0,0.0,0.0
2015-08-19,0.0,0.0,0.0,0.0,0.0,0.821795811108654,0.0,0.0,0.0,0.0,0.0
2015-08-20,0.0,0.0,0.0,0.0,0.0,0.4796867189852784,0.0,0.0,0.0,0.0,0.0
2015-08-21,0.0,0.0,0.0,0.0,0.0,0.6608239492640873,0.0,0.0,0.0,0.0,0.0
2015-08-22,0.0,0.0,0.0,0.0,0.0,0.684416112154629,0.0,0.0,0.0,0.0,0.0
2015-08-23,0.0,0.0,0.0,0.0,0.0,0.6733009778768196,0.0,0.0,0.0,0.0,0.0
2015-08-24,0.0,0.0,0.0,0.0,0.0,0.7593482062969454,0.0,0.0,0.0,0.0,0.0
2015-08-25,0.0,0.0,0.0,0.0,0.0,0.7083332164125321,0.0,0.0,0.0,0.0,0.0
2015-08-26,0.0,0.0,0.0,0.0,0.0,0.6157514183136257,0.0,0.0,0.0,0.0,0.0
2015-08-27,0.0,0.0,0.0,0.0,0.0,0.33987703976348116,0.0,0.0,0.0,0.0,0.0
2015-08-28,4.65934672335945,0.0,0.0,4.65934672335945,4.65934672335945,0.22717593953413942,0.0,1.0,1.0,1.0,0.0
2015-08-29,5.550961967439643,0.0,0.0,5.550961967439643,5.550961967439643,0.15755794345736168,0.00038474275710723133,1.0,1.0,1.0,0.0
2015-08-30,0.0,0.0,0.0,0.0,0.0,0.31378386923134294,0.0006763828385543517,0.0,0.0,0.0,0.0
2015-08-31,6.376611158365157e-05,0.0,0.0,6.376611158365157e-05,6.376611158365157e-05,0.41824812252005256,4.1075473982481447e-05,0.00322061191626409,0.00322061191626409,0.00322061191626409,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.286434921890785,5.941306599019244e-06,0.0,0.0,0.0,0.0
2015-09-02,0.0,0.0,0.0,0.0,0.0,0.4220394395949013,0.0,0.0,0.0,0.0,0.0
2015-09-03,1.1052099845945693e-05,0.0,0.0,1.1052099845945693e-05,1.1052099845945693e-05,0.32727472669748414,0.0,0.0007432181345224824,0.0007432181345224824,0.0007432181345224825,0.0
2015-09-04,0.0,0.0,0.0,0.0,0.0,0.12229542290397133,5.69440559592827e-06,0.0,0.0,0.0,0.0
2015-09-05,0.0,0.0,0.0,0.0,0.0,0.2857813160589918,1.943765937207631e-05,0.0,0.0,0.0,0.0
2015-09-06,0.0,0.0,0.0,0.0,0.0,0.30167516123373955,2.077991190645444e-05,0.0,0.0,0.0,0.0
2015-09-07,0.0,0.0,0.0,0.0,0.0,0.4336802979815275,3.51241697579507e-05,0.0,0.0,0.0,0.0
2015-09-08,0.0,0.0,0.0,0.0,0.0,0.5250591419607374,2.703775728048964e-05,0.0,0.0,0.0,0.0
2015-09-09,0.0,0.0,0.0,0.0,0.0,0.5905969317453577,3.118237925060737e-05,0.0,0.0,0.0,0.0
2015-09-10,0.0,0.0,0.0,0.0,0.0,0.6137650850006499,1.5165058273901075e-05,0.0,0.0,0.0,0.0
2015-09-11,0.0,0.0,0.0,0.0,0.0,0.6403316337257253,5.432868747400523e-06,0.0,0.0,0.0,0.0
2015-09-12,0.0,0.0,0.0,0.0,0.0,0.6377867040904762,6.938151187512196e-07,0.0,0.0,0.0,0.0
2015-09-13,0.0,0.0,0.0,0.0,0.0,0.18767257917285485,0.0,0.0,0.0,0.0,0.0
2015-09-14,0.0,0.0,0.0,0.0,0.0,0.18562240862825088,0.0,0.0,0.0,0.0,0.0
2015-09-15,2.5613312923658196,0.0,0.0,2.5613312923658196,2.5613312923658196,0.08262999378721893,0.0,1.0,1.0,1.0,0.0
2015-09-16,0.0,0.0,0.0,0.0,0.0,0.020578391792131005,3.668581475859178e-05,0.0,0.0,0.0,0.0
2015-09-17,0.0,0.0,0.0,0.0,0.0,0.22474244700993137,5.192856489528924e-05,0.0,0.0,0.0,0.0
2015-09-18,0.0,0.0,0.0,0.0,0.0,0.2339672747367314,4.267674644399959e-05,0.0,0.0,0.0,0.0
2015-09-19,0.0,0.0,0.0,0.0,0.0,0.10162716865878475,5.504601837819404e-05,0.0,0.0,0.0,0.0
2015-09-20,0.0,0.0,0.0,0.0,0.0,0.3164868398049082,3.553729089995174e-05,0.0,0.0,0.0,0.0
2015-09-21,0.0,0.0,0.0,0.0,0.0,0.36031465949248714,1.3603029294026927e-06,0.0,0.0,0.0,0.0
2015-09-22,0.0,0.0,0.0,0.0,0.0,0.31168841411255116,0.0,0.0,0.0,0.0,0.0
2015-09-23,0.0,0.0,0.0,0.0,0.0,0.20376300210466539,2.7691585951303103e-05,0.0,0.0,0.0,0.0
