,J,SNOW,SM,P,P2,ET,Tair,SWIN,Q,C_J,C_P,C_P2,C_P2b,C_Q,dS
2007-12-06,2.752971007380284,1.2223893658850389,0.5642961326727994,3.9753603732653233,3.3172671400530835,0.0291160684742763,271.79795844962695,44.277348891691474,1.0689148173381855,0.0,0.0,0.0,0.0,0.0,2.8773294874528617
2007-12-07,3.275876462067876,0.0379749612043592,0.1214305011364757,3.313851423272236,3.397306963204352,0.0115602193359489,271.2331109710005,38.70269627228891,2.0971727911459475,0.0,0.0,0.0,0.0,0.0,1.2051184127903398
2007-12-08,2.6289153851546607,0.4050119803741347,0.0186189070047004,3.033927365528795,2.647534292159361,0.0063140759133413,271.15947180236367,43.824477492951615,1.427724840874988,0.0,0.0,0.0,0.0,0.0,1.5998884487404659
2007-12-09,3.406590468981664,0.7594332536215695,0.356393325601368,4.166023722603233,3.762983794583032,0.0042670249026912,271.64970215945726,42.78950178892382,2.1753491229191577,0.0,0.0,0.0,0.0,0.0,1.9864075747813845
2007-12-10,2.645724388179141,3.793082821875492,0.3377997733190017,6.438807210054634,2.9835241614981425,0.0127743370954535,271.4122258748028,36.733105881154586,2.8633724872210817,0.0,0.0,0.0,0.0,0.0,3.562660385738099
2007-12-11,1.836189422701132,2.459394290492016,0.0911788011099202,4.295583713193148,1.927368223811052,0.0003310026140913,272.31206620862423,39.70444530015512,2.060026898232741,0.0,0.0,0.0,0.0,0.0,2.2352258123463153
2007-12-12,1.3290951616265931,1.7719796841715174,0.013283371608008,3.1010748457981108,1.3423785332346012,0.0009328366943429,272.31523290777216,40.14527292305576,1.3636030923821794,0.0,0.0,0.0,0.0,0.0,1.7365389167215886
2007-12-13,0.4854386913724869,2.633408401546307,0.0022446698371374,3.1188470929187937,0.4876833612096243,0.0017226162263017,271.9560641722934,37.343392756767024,0.98202212695191,0.0,0.0,0.0,0.0,0.0,2.135102349740582
2007-12-14,0.0001809529456085,0.8318689403000393,0.0026893832318158,0.832049893245648,0.0028703361774244,0.0014435912961774,271.69666284537993,47.042941400066006,0.5385861322190632,0.0,0.0,0.0,0.0,0.0,0.29202016973040745
2007-12-15,0.0102369356195274,0.2141576495885818,0.0,0.2243945852081093,0.0102369356195274,0.0007359419299277,271.39795506007573,48.82425522238404,0.2743748075129212,0.0,0.0,0.0,0.0,0.0,-0.050716164234739625
2007-12-16,0.1001549802166858,1.2467628979643337,0.0037459040953204,1.3469178781810196,0.1039008843120063,4.724990601044283e-05,270.65313972552457,41.56568956931503,0.1901760710349647,0.0,0.0,0.0,0.0,0.0,1.1566945572400444
2007-12-17,0.5078535071186057,2.130054091783097,0.1170954250274865,2.6379075989017022,0.6249489321460923,0.0004953410020881,271.27875713370014,44.617164067213245,0.1705348135303671,0.0,0.0,0.0,0.0,0.0,2.466877444369247
2007-12-18,1.983920576837886,4.861957604343143,0.0094074489749391,6.845878181181029,1.993328025812825,0.0063441008360507,271.39966425913434,38.689270937088416,0.1680285342465271,0.0,0.0,0.0,0.0,0.0,6.671505546098451
2007-12-19,2.9168558531025988,1.4101380104635428,0.0156199812037867,4.326993863566141,2.932475834306385,0.0121671085602717,271.3125853237911,41.96375888186272,0.1884649329193663,0.0,0.0,0.0,0.0,0.0,4.126361822086503
2007-12-20,0.932271230515164,2.760852899486369,3.20511101934035e-05,3.693124130001532,0.9323032816253576,0.0100594154337459,270.48897850796635,41.8842274111603,0.4606304401552368,0.0,0.0,0.0,0.0,0.0,3.222434274412549
2007-12-21,3.973921682914209,3.6712916488397407,0.1732511095890732,7.645213331753951,4.147172792503283,0.0011080340933826,271.9031055242248,42.42226347386158,0.9507043133811396,0.0,0.0,0.0,0.0,0.0,6.693400984279428
2007-12-22,1.2595983436970015,2.0555990882189525,0.3958999987771348,3.3151974319159536,1.6554983424741363,0.0005970841465678,272.0806490774391,45.364076045797134,1.4120215586710367,0.0,0.0,0.0,0.0,0.0,1.902578789098349
2007-12-23,1.2516115451541523,2.7546148088442064,0.0312304300796825,4.006226353998359,1.2828419752338351,0.0017854316806994,270.653972262846,42.333430149296525,1.0665322878760204,0.0,0.0,0.0,0.0,0.0,2.93790863444164
2007-12-24,0.0566174778393184,2.660773372611905,0.0001341897333942,2.717390850451224,0.0567516675727127,0.0037307400633754,270.5356828770775,50.82303015063699,0.8537388617785299,0.0,0.0,0.0,0.0,0.0,1.8599212486093188
2007-12-25,0.0176322427921606,2.705445115878071,0.0,2.7230773586702317,0.0176322427921606,0.0104811792805599,269.81999194845315,49.09489189043543,0.4004284435925935,0.0,0.0,0.0,0.0,0.0,2.3121677357970785
2007-12-26,0.2302723541053629,0.866570995514186,0.0,1.0968433496195489,0.2302723541053629,0.0014742341732338,269.9316932961345,53.28445752450181,0.223807802901998,0.0,0.0,0.0,0.0,0.0,0.871561312544317
2007-12-27,2.518555910257456,2.558977239669565,1.967726780305527e-06,5.077533149927022,2.5185578779842364,0.0006696123646644,269.4331439067241,45.497659020598576,0.1913909910606288,0.0,0.0,0.0,0.0,0.0,4.885472546501729
2007-12-28,1.3147565654780262,1.86728708400988,4.298930253592711e-05,3.182043649487906,1.3147995547805622,0.0041618199944178,270.3300525837693,44.6084517439428,0.2133973277789662,0.0,0.0,0.0,0.0,0.0,2.9644845017145216
2007-12-29,0.0415209646529086,3.023583077319334,0.0,3.0651040419722424,0.0415209646529086,1.9754180560893403e-05,270.72143583066577,43.43072663575537,0.8322159370944151,0.0,0.0,0.0,0.0,0.0,2.232868350697266
2007-12-30,0.7740252725971235,0.9988736732678422,0.0420640502132368,1.7728989458649658,0.8160893228103604,0.0025849084854291,270.91213103808,51.27452009458096,0.4463350947654,0.0,0.0,0.0,0.0,0.0,1.3239789426141368
2007-12-31,0.1434734878190306,1.5020455327106708,0.0,1.6455190205297014,0.1434734878190306,0.0004861450756404,270.3924915743693,49.29975762339596,0.3274646174685301,0.0,0.0,0.0,0.0,0.0,1.317568257985531
2008-01-01,1.5477436633765018,0.8793611589661906,0.0175415393766753,2.427104822342692,1.5652852027531772,0.0010437087258091,269.5731281980747,52.90619545483588,0.3492298057483491,0.0,0.0,0.0,0.0,0.0,2.0768313078685336
2008-01-02,1.2990718152761491,1.0227176461985596,0.0631828728845278,2.3217894614747085,1.362254688160677,0.0023010232172653,269.65221398619764,55.37928346942437,0.1981279985509636,0.0,0.0,0.0,0.0,0.0,2.12136043970648
2008-01-03,0.7538279219579148,1.7215791500558533,7.098948883923002e-09,2.475407072013768,0.7538279290568636,2.2153179258630055e-07,269.4364874587956,46.517429747317856,0.3689383186852443,0.0,0.0,0.0,0.0,0.0,2.106468531796731
2008-01-04,1.0261032639600975,2.73195741126556,0.0085220690487591,3.7580606752256576,1.0346253330088568,0.0073727434422265,269.4321242940079,51.51630261702048,0.5434660787355278,0.0,0.0,0.0,0.0,0.0,3.207221853047903
2008-01-05,0.8533043529732383,1.744718042220908,0.0110955840779322,2.5980223951941466,0.8643999370511705,0.0053889323205676,270.3379752003353,49.90649549267855,0.7257448771262964,0.0,0.0,0.0,0.0,0.0,1.8668885857472823
2008-01-06,0.3575387288078686,3.766594832032383,0.2797196502577579,4.124133560840251,0.6372583790656265,3.998976441408781e-05,271.23125250400125,45.41570349106159,0.7216521833309306,0.0,0.0,0.0,0.0,0.0,3.402441387744907
2008-01-07,0.7299965432408844,4.009996432662346,0.5374846641414233,4.73999297590323,1.267481207382308,0.0002495870916702,271.95803967473,49.56057487166456,0.3638483108819429,0.0,0.0,0.0,0.0,0.0,4.375895077929616
2008-01-08,0.6555219339896982,2.2539985869950554,0.4503659803906797,2.909520520984753,1.105887914380378,0.0002092795698028,272.3508483836416,48.75685680974573,0.3702268774776415,0.0,0.0,0.0,0.0,0.0,2.5390843639373086
2008-01-09,0.9721918190625533,3.204865202821975,0.0,4.177057021884528,0.9721918190625533,0.0005763485881645,271.83141254624934,45.65174054734222,0.5384485248555874,0.0,0.0,0.0,0.0,0.0,3.638032148440777
2008-01-10,0.1942172684350092,1.6009288288617276,0.0,1.7951460972967368,0.1942172684350092,3.309596500002888e-05,271.4919162300251,51.14687726990401,0.3710365894112202,0.0,0.0,0.0,0.0,0.0,1.4240764119205165
2008-01-11,0.2021559914846881,2.0383184890140584,0.0010608218679572,2.240474480498747,0.2032168133526453,5.605183359501984e-07,271.6119282931896,49.731957433608414,0.3326437213431079,0.0,0.0,0.0,0.0,0.0,1.9078301986373032
2008-01-12,4.95369999610449,1.8918371225417003,0.0064627182826568,6.845537118646191,4.960162714387146,0.0,271.8261399187961,43.25265774753261,0.2880419882471494,0.0,0.0,0.0,0.0,0.0,6.557495130399041
2008-01-13,3.761778386570152,1.8570692882527784,0.1698179483683343,5.618847674822931,3.931596334938486,0.0002267302854513,272.0908178304915,51.33914994822001,1.7151343384541524,0.0,0.0,0.0,0.0,0.0,3.9034866060833266
2008-01-14,1.2656633820978556,0.3705110459857421,0.3245706766735421,1.636174428083598,1.590234058771398,7.62561522227297e-05,272.06139472477514,54.00368887946868,2.905389720421604,0.0,0.0,0.0,0.0,0.0,-1.269291548490229
2008-01-15,0.6711024787098245,0.1615027718137886,0.0418666688384116,0.8326052505236131,0.7129691475482361,0.0006094277281967,271.5905261798298,58.18009476245866,1.2804962933520967,0.0,0.0,0.0,0.0,0.0,-0.4485004705566803
2008-01-16,0.6065435111928147,3.3602357747535945,0.1067100385916493,3.966779285946409,0.7132535497844641,0.0007191394613926,272.30528888649343,52.560369093740775,0.8128215260845352,0.0,0.0,0.0,0.0,0.0,3.153238620400481
2008-01-17,0.4861403777176075,1.603740389221404,0.1250419066074257,2.089880766939012,0.6111822843250333,0.000989172501185,272.6460163655155,60.3723468058796,0.5712429930436825,0.0,0.0,0.0,0.0,0.0,1.5176486013941441
2008-01-18,0.8542160472457269,4.868450716952321,0.1354064508958452,5.722666764198047,0.989622498141572,0.0008315638847513,273.0300788720023,52.95345670617474,0.4926293142672081,0.0,0.0,0.0,0.0,0.0,5.229205886046088
2008-01-19,0.7069717056141986,3.410842972794416,0.1163369459491008,4.117814678408615,0.8233086515632995,0.0006860259689051,273.28119661319465,54.56242773384134,0.6462913745307994,0.0,0.0,0.0,0.0,0.0,3.47083727790891
2008-01-20,0.3293807122455716,1.6744405960501358,0.0039258506731698,2.0038213082957075,0.3333065629187414,0.0004529534911308,272.8984287000078,59.59275946375867,0.4705986388095831,0.0,0.0,0.0,0.0,0.0,1.5327697159949938
2008-01-21,1.6167615359213934,2.060326138774525,5.574246566918524e-05,3.677087674695919,1.616817278387063,0.0004158819156753,272.9626333981896,55.52583336013137,0.3483575010232556,0.0,0.0,0.0,0.0,0.0,3.328314291756988
2008-01-22,0.6697545343993992,2.2608529221400118,0.0002159373319365,2.930607456539411,0.6699704717313358,1.0715871771464509e-07,272.6619073668342,55.70908413945981,0.3664936831870808,0.0,0.0,0.0,0.0,0.0,2.564113666193612
2008-01-23,0.6687422841127898,2.5774908516212425,0.0579315228105495,3.246233135734032,0.7266738069233394,0.0005318807042693,272.51415474945384,60.01803648574601,0.44422746322816,0.0,0.0,0.0,0.0,0.0,2.801473791801603
2008-01-24,1.0232751933353534,1.0931327230531327,0.1611662267751132,2.116407916388486,1.1844414201104667,5.037019153970464e-05,273.2112396847225,64.18745609373404,0.4013578770133628,0.0,0.0,0.0,0.0,0.0,1.7149996691835838
2008-01-25,0.7388697537629839,0.7276818047601222,0.7824363489332381,1.466551558523106,1.521306102696222,6.223028931036708e-06,273.08773593376657,69.12536830549135,0.3981370221476876,0.0,0.0,0.0,0.0,0.0,1.0684083133464872
2008-01-26,0.6030442268720081,0.0555182087456465,1.0385014315265584,0.6585624356176546,1.6415456583985664,0.0001084476183706,273.1793629789864,74.80159182817971,0.7271892252099942,0.0,0.0,0.0,0.0,0.0,-0.06873523721071018
2008-01-27,0.3180434843430151,2.0368868144124592,1.2076110686488,2.3549302987554745,1.525654552991815,0.0001088106707742,273.819889146845,66.90668111439433,1.1041254403265806,0.0,0.0,0.0,0.0,0.0,1.25069604775812
2008-01-28,1.5891075918669464,1.7827291766699742,0.3745640350351308,3.3718367685369204,1.9636716269020773,0.0008123711828998,273.61591742454783,63.36864569913225,0.993092446954432,0.0,0.0,0.0,0.0,0.0,2.3779319503995886
2008-01-29,1.4430419370368668,0.0477088195603585,0.113676116222697,1.4907507565972251,1.5567180532595637,5.2711027960384154e-08,273.4468609124444,74.34700782717228,1.0268351750807785,0.0,0.0,0.0,0.0,0.0,0.46391552880541864
2008-01-30,0.7121667915152499,2.3718495964625848,0.1231664517731648,3.084016387977835,0.8353332432884147,2.382204961263825e-05,272.73910133038447,69.30800658252305,0.8973541974087899,0.0,0.0,0.0,0.0,0.0,2.1866383685194326
2008-01-31,0.282086177539691,0.9997803607167236,0.1879511002678416,1.2818665382564147,0.4700372778075328,3.7496419120892894e-05,272.55257085750605,77.4453468671058,0.7886374630426768,0.0,0.0,0.0,0.0,0.0,0.49319157879461695
2008-02-01,0.6530840273414774,0.049553074025705,0.7705440179924778,0.7026371013671825,1.4236280453339554,0.0001456919692484,272.9430242106681,77.1519569342071,0.4943900678280313,0.0,0.0,0.0,0.0,0.0,0.2081013415699028
2008-02-02,0.7844201959271966,0.3383766852853743,0.2106237812187347,1.1227968812125708,0.9950439771459312,0.0005431947008327,272.08266380854815,82.07339070782311,0.6378513749189106,0.0,0.0,0.0,0.0,0.0,0.48440231159282743
2008-02-03,0.7049822582271758,1.130234168409125,0.4242546084261132,1.8352164266363007,1.1292368666532893,0.0001997308864354,271.7941779600566,86.53718071910589,0.7241231488084002,0.0,0.0,0.0,0.0,0.0,1.110893546941465
2008-02-04,0.3283439283383749,2.316298224124596,0.7616795470396386,2.6446421524629717,1.0900234753780134,6.579421822253116e-05,272.04559822538937,79.26223532243294,0.7764549143285859,0.0,0.0,0.0,0.0,0.0,1.8681214439161633
2008-02-05,1.5309741195696207,2.4594888404102857,0.6427175417656966,3.990462959979906,2.173691661335317,0.000225924431303,271.9139044587965,73.70083634897746,1.0764684415207904,0.0,0.0,0.0,0.0,0.0,2.913768594027813
2008-02-06,2.302733589804837,1.808504464350165,0.6147944438664402,4.111238054155003,2.917528033671277,0.0033879018049318,272.4142637967762,82.99656654682603,1.3619025777518357,0.0,0.0,0.0,0.0,0.0,2.745947574598236
2008-02-07,2.545565556929424,0.919318643758312,0.7685452200398392,3.464884200687736,3.3141107769692626,0.0042696722699301,272.0440266812035,86.85690361526105,2.356323332354432,0.0,0.0,0.0,0.0,0.0,1.1042911960633734
2008-02-08,2.4834034165338927,1.384604183244342,1.0120563274542238,3.868007599778235,3.4954597439881168,0.0022817273854551,272.0568753249597,93.81226232910296,3.104261010787916,0.0,0.0,0.0,0.0,0.0,0.761464861604864
2008-02-09,0.488854370912503,3.83893533082023,0.9364924077049632,4.327789701732733,1.4253467786174665,0.0049854316619091,271.978274138867,95.3279775072482,2.66850866227402,0.0,0.0,0.0,0.0,0.0,1.6542956077968038
2008-02-10,1.7390983652960907,0.9186972518611802,1.443748469989165,2.6577956171572708,3.182846835285256,0.0115499764451762,272.76974814583593,96.98598089543248,1.4734241198930045,0.0,0.0,0.0,0.0,0.0,1.17282152081909
2008-02-11,0.0065599998790241,1.3825230989388313,1.5183492492503117,1.3890830988178555,1.5249092491293357,0.006157681719095,273.20599765842303,106.46176655048276,1.016649768090858,0.0,0.0,0.0,0.0,0.0,0.36627564900790266
2008-02-12,0.7242408447398808,3.259041617442601,0.3504276958185306,3.9832824621824816,1.0746685405584115,0.0066121891089013,272.51363055235106,99.24509205665854,1.211045457814896,0.0,0.0,0.0,0.0,0.0,2.7656248152586844
2008-02-13,0.9035724353834228,2.5549501226261744,0.601569270036907,3.458522558009597,1.5051417054203298,0.0071573187576898,272.9827771243678,103.00479482895967,1.011863507447693,0.0,0.0,0.0,0.0,0.0,2.4395017318042145
2008-02-14,1.1619733144062032,1.242785218079014,0.599462782592034,2.404758532485217,1.7614360969982372,0.0218853972577728,273.060439874342,109.21915456411833,1.1026915373044837,0.0,0.0,0.0,0.0,0.0,1.2801815979229607
2008-02-15,0.205662210849188,2.411914557790094,0.3282427920485219,2.617576768639282,0.5339050028977099,0.0329981895588742,272.93591483315663,105.4084675302833,1.2340940208605091,0.0,0.0,0.0,0.0,0.0,1.350484558219899
2008-02-16,2.14002953843622,2.794672119079296,0.9826156521531944,4.9347016575155145,3.122645190589414,0.0315307408840803,273.57198585454785,103.77426916908745,0.8676480139323831,0.0,0.0,0.0,0.0,0.0,4.035522902699051
2008-02-17,0.9661860712531788,2.0169249427311606,0.6031160966690758,2.98311101398434,1.5693021679222543,0.0305394356208959,273.7635002822181,104.81705910760974,1.9667385335291991,0.0,0.0,0.0,0.0,0.0,0.9858330448342449
2008-02-18,0.832950196433249,0.6673952054996366,0.4715199754783846,1.5003454019328857,1.3044701719116334,0.0087020749074946,273.52288299041214,113.52181984126533,1.559303628993848,0.0,0.0,0.0,0.0,0.0,-0.06766030196845696
2008-02-19,0.440579922389496,0.7808010471058169,0.9753694364355584,1.2213809694953128,1.4159493588250545,0.0097290445584655,272.6153675559047,107.18195821052686,1.3137910929248904,0.0,0.0,0.0,0.0,0.0,-0.10213916798804301
2008-02-20,0.7142502066433142,0.3519796781006702,0.0970243301690951,1.0662298847439844,0.8112745368124092,0.0168633700751329,272.0459897599639,109.2392356437319,1.0263901532828863,0.0,0.0,0.0,0.0,0.0,0.02297636138596526
2008-02-21,0.5056612938187169,0.7101584146165977,0.232291114929114,1.2158197084353146,0.737952408747831,0.015844104042577,271.94329339805887,115.85959096012142,0.9252499469954424,0.0,0.0,0.0,0.0,0.0,0.27472565739729526
2008-02-22,0.0867779642497318,0.6910123846293398,0.0043452087806766,0.7777903488790716,0.0911231730304084,0.0328247347914339,271.41056325633855,122.00502153534998,0.7233358039832374,0.0,0.0,0.0,0.0,0.0,0.02162981010440035
2008-02-23,0.0115723679655328,0.0753834627889402,0.0677276672200301,0.086955830754473,0.0793000351855629,0.0322834488400762,269.9663002446318,131.71638394235643,0.447664466983374,0.0,0.0,0.0,0.0,0.0,-0.3929920850689772
2008-02-24,0.5041421515505689,1.3832071655084703,0.0,1.8873493170590392,0.5041421515505689,0.0099544835135772,269.31761382495773,128.28876701054662,0.3288381882607327,0.0,0.0,0.0,0.0,0.0,1.5485566452847292
2008-02-25,0.0565248797459172,0.7011194685509982,0.1243384151436764,0.7576443482969154,0.1808632948895937,0.0096802562607509,270.6237997251497,135.3672114756437,0.3402753741045036,0.0,0.0,0.0,0.0,0.0,0.40768871793166095
2008-02-26,0.238675726210976,1.529528494966111,0.295449262369946,1.768204221177087,0.5341249885809222,0.0263183307726413,271.38561213968484,131.56972206261895,0.3563277417820963,0.0,0.0,0.0,0.0,0.0,1.3855581486223494
2008-02-27,1.6762419785889215,1.5347985087954366,0.6196697510423919,3.2110404873843588,2.2959117296313134,0.0052492282423605,272.1440289871676,120.9698119376672,0.4180538782625106,0.0,0.0,0.0,0.0,0.0,2.7877373808794874
2008-02-28,2.5560848813120973,1.0326440378540376,0.7432742236532422,3.588728919166136,3.29935910496534,0.0494917645793073,272.66271034095536,119.93316117242676,1.200296265732533,0.0,0.0,0.0,0.0,0.0,2.338940888854296
2008-02-29,5.003145801874266,0.7348679659852512,0.673596066907601,5.738013767859517,5.676741868781867,0.0558605730039404,273.24353285120225,134.3972947858021,2.6346093945191056,0.0,0.0,0.0,0.0,0.0,3.047543800336471
2008-03-01,1.5321866272489282,0.2884460423446697,1.7049757079069503,1.820632669593598,3.237162335155879,0.045969189376038,273.4766914120996,138.6015930837822,3.890386062056987,0.0,0.0,0.0,0.0,0.0,-2.115722581839427
2008-03-02,1.7469015714971006,1.6784345951075563,0.6347130016155902,3.425336166604657,2.3816145731126905,0.0177356388480113,273.1554873867996,121.30695150718488,2.5642589356176817,0.0,0.0,0.0,0.0,0.0,0.8433415921389638
2008-03-03,0.4787827192442069,0.7260014318531142,0.2170358513116876,1.2047841510973212,0.6958185705558946,0.04392574302715,272.78574765984666,144.6120192194262,2.145005902436424,0.0,0.0,0.0,0.0,0.0,-0.9841474943662529
2008-03-04,0.7117345300241597,0.5644022663840026,0.720350044381645,1.2761367964081622,1.4320845744058046,0.0371702191906585,272.7943888570693,154.14102355325167,1.0852144428997923,0.0,0.0,0.0,0.0,0.0,0.1537521343177115
2008-03-05,2.539727714452758,1.4403265006338437,1.0422057231114326,3.980054215086602,3.5819334375641905,0.0291745219840797,273.4472841049362,144.04655567886047,0.9816166181371486,0.0,0.0,0.0,0.0,0.0,2.9692630749653732
2008-03-06,2.435937089334586,1.1288712305496889,1.2482191319152414,3.5648083198842744,3.684156221249827,0.0387105667812755,274.3496644343214,141.2070694653821,2.6177804470603574,0.0,0.0,0.0,0.0,0.0,0.9083173060426413
2008-03-07,0.5182692788950032,1.15955232698096,0.7784871277296811,1.6778216058759632,1.2967564066246842,0.0427086364916681,274.4293956166425,151.34324256042433,3.1803345507873235,0.0,0.0,0.0,0.0,0.0,-1.5452215814030283
2008-03-08,0.5016685314293245,1.2577769163046897,0.2527958862979205,1.7594454477340138,0.7544644177272449,0.0607132222204157,273.5054595231072,145.32903798467285,1.4194125133131843,0.0,0.0,0.0,0.0,0.0,0.27931971220041385
2008-03-09,1.018343473594119,0.9128029951202078,0.6217425168777422,1.931146468714327,1.640085990471861,0.0637680447255214,273.2667197777101,160.32422382044834,0.8365004419219868,0.0,0.0,0.0,0.0,0.0,1.0308779820668188
2008-03-10,1.5340935086779863,1.2352519828442394,0.5472396095496765,2.769345491522225,2.081333118227662,0.076893729192456,274.0833303043971,167.31379802942826,1.0856653879231597,0.0,0.0,0.0,0.0,0.0,1.6067863744066095
2008-03-11,0.4390119276973532,0.0466863172625486,0.4848253383951617,0.4856982449599018,0.923837266092515,0.1042965790002965,275.21249062120216,178.1254359145941,1.76154173600764,0.0,0.0,0.0,0.0,0.0,-1.3801400700480346
2008-03-12,0.313516054490869,0.536608427218585,2.000023670479393,0.8501244817094541,2.3135397249702625,0.0826313828236,276.12107413851555,172.34261475273607,1.1548930714332344,0.0,0.0,0.0,0.0,0.0,-0.38739997254738023
2008-03-13,1.6607739717762342,0.2724485921702682,2.8651033830826904,1.9332225639465024,4.525877354858925,0.0676103176067774,276.85410048772627,165.4645372369418,1.37576770233198,0.0,0.0,0.0,0.0,0.0,0.4898445440077448
2008-03-14,3.777813237901229,1.164911683534523,2.097218085734144,4.942724921435752,5.875031323635372,0.0590188594770566,275.679850719231,142.8528076367538,2.863651097193989,0.0,0.0,0.0,0.0,0.0,2.0200549647647064
2008-03-15,2.151459858619447,5.745770980154172e-05,1.3251089866325243,2.1515173163292483,3.476568845251971,0.1365430226433111,274.94700533106885,161.51736295096237,4.23531783642168,0.0,0.0,0.0,0.0,0.0,-2.2203435427357427
2008-03-16,0.3511476522864257,0.0454448542667595,0.5012247446595548,0.3965925065531852,0.8523723969459805,0.1710839568495795,274.6490062084009,184.63898176412084,3.201865467755491,0.0,0.0,0.0,0.0,0.0,-2.976356918051885
2008-03-17,0.5454438762473012,0.0717809528170282,0.4150602212848545,0.6172248290643295,0.9605040975321556,0.0908626266097986,274.9916626509969,177.69487550969495,1.332822434077661,0.0,0.0,0.0,0.0,0.0,-0.8064602316231302
2008-03-18,0.3324365596498675,2.695436362211557e-05,0.9868157978573976,0.3324635140134897,1.319252357507265,0.146411135603745,275.6941377098846,200.24399069185293,0.8309451396912638,0.0,0.0,0.0,0.0,0.0,-0.6448927612815191
2008-03-19,0.4751938705661934,0.5449156978858531,0.9161231349090267,1.0201095684520465,1.3913170054752202,0.1320185826030327,275.54303354756706,194.08041354792067,0.8116266378273971,0.0,0.0,0.0,0.0,0.0,0.07646434802161672
2008-03-20,1.0340184682814633,0.5117901171600034,1.3782283046720851,1.5458085854414667,2.4122467729535484,0.1206457171355037,275.73449975601693,182.65778084952345,0.7466707569215448,0.0,0.0,0.0,0.0,0.0,0.6784921113844181
2008-03-21,1.5231978037056129,0.0518232312657628,2.307478136361933,1.5750210349713754,3.830675940067545,0.1540469999618404,276.07691097701786,168.36099014384715,1.0422432689634549,0.0,0.0,0.0,0.0,0.0,0.37873076604608014
2008-03-22,0.4424462231291644,0.1783969587404005,3.239305241616232,0.6208431818695649,3.681751464745396,0.1576032227924868,276.2355021916117,196.76102094952776,1.7447685791318692,0.0,0.0,0.0,0.0,0.0,-1.2815286200547913
2008-03-23,2.1115889697857018,0.3440573042455845,2.0834573699826118,2.4556462740312863,4.1950463397683135,0.1391159838135691,275.8273693759506,183.4101207101614,2.6189138644602035,0.0,0.0,0.0,0.0,0.0,-0.3023835742424863
2008-03-24,1.1818654786525389,0.0281441461457922,0.9620339909118442,1.2100096247983312,2.143899469564383,0.0935440330467826,275.33127306472414,163.80776948730184,2.773117880548304,0.0,0.0,0.0,0.0,0.0,-1.6566522887967556
2008-03-25,0.548433141682878,0.1042298111610641,0.9479453183274736,0.6526629528439422,1.4963784600103518,0.1049481211740221,275.3892767214712,184.31772545810117,2.071238997754702,0.0,0.0,0.0,0.0,0.0,-1.523524166084782
2008-03-26,0.4388067521748999,0.0815547871109391,1.59530917584739,0.520361539285839,2.03411592802229,0.1536982400903462,276.46189526791653,199.631396564214,1.4863483012667926,0.0,0.0,0.0,0.0,0.0,-1.1196850020712998
2008-03-27,0.2491572773034596,0.0011826779393931,2.7663730150814105,0.2503399552428528,3.0155302923848697,0.2041181346268026,277.2620699371678,202.25478072813675,1.722732844645474,0.0,0.0,0.0,0.0,0.0,-1.6765110240294236
2008-03-28,1.5511540287460803,0.2395054403105429,1.805399689496792,1.7906594690566235,3.3565537182428726,0.2803521430577818,276.826594758104,170.7809321093681,2.216904963899563,0.0,0.0,0.0,0.0,0.0,-0.706597637900721
2008-03-29,0.2246257796148282,0.0165400554223212,2.7333384142744803,0.2411658350371494,2.9579641938893086,0.1916383577460428,277.51917373922873,196.16625242459847,2.339922644900242,0.0,0.0,0.0,0.0,0.0,-2.2903951676091356
2008-03-30,0.6817717222709068,2.4389117747607446e-06,2.374799111091423,0.6817741611826815,3.0565708333623296,0.2491548046811984,277.5083284517464,211.76610480447545,2.290151283744103,0.0,0.0,0.0,0.0,0.0,-1.85753192724262
2008-03-31,1.1450885567898803,0.3371349077821566,3.4001616408337214,1.4822234645720371,4.545250197623602,0.3369596755135731,277.4432975532836,212.4961214002832,2.292443318698392,0.0,0.0,0.0,0.0,0.0,-1.147179529639928
2008-04-01,0.0931503018157864,0.3742028185010312,4.62861968032827,0.4673531203168176,4.721769982144056,0.2744641837641799,277.7176210943176,214.5556327343376,3.194419686592584,0.0,0.0,0.0,0.0,0.0,-3.0015307500399464
2008-04-02,5.185678192979925e-06,0.2251610164898246,3.5295769178167165,0.2251662021680176,3.52958210349491,0.2686992961489876,276.9948715912189,207.5089745592183,3.750537283882113,0.0,0.0,0.0,0.0,0.0,-3.794070377863083
2008-04-03,0.0298932144758305,0.0,3.1004511671560437,0.0298932144758305,3.130344381631873,0.3238399931121123,277.0229752049659,225.0180004166198,3.389075543163447,0.0,0.0,0.0,0.0,0.0,-3.683022321799729
2008-04-04,2.4899400293839573,1.3671330250332547,2.290676157533013,3.857073054417212,4.78061618691697,0.272457040366276,276.4770024806889,188.85745604142812,2.920508206680935,0.0,0.0,0.0,0.0,0.0,0.6641078073700011
2008-04-05,1.8837136059414263,0.0986926206753184,1.7121679478790484,1.9824062266167448,3.5958815538204747,0.2628053842252627,276.22686143671217,186.57485226848104,3.68345648866061,0.0,0.0,0.0,0.0,0.0,-1.9638556462691277
2008-04-06,5.269413650403452,0.0053714643777602,2.5311998714733908,5.274785114781213,7.800613521876843,0.2401154557967459,277.28652549711984,177.3669692573991,3.5482604448454675,0.0,0.0,0.0,0.0,0.0,1.4864092141389995
